correct 	math 	2.8secs 	3 ^ 0 	What is 3 ^ 0? 	== 	1 	RunAve=runAve math: 1/1 100% 2.8secs 	Sun Jan 17 2021 14:12:17 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	cowl:1 	c___ 	== 	_owl 	RunAve=runAve spelling: 22/25 88% 2.3secs 	Sun Jan 17 2021 17:18:55 GMT-0600 (Central Standard Time)
correct 	math 	2.7secs 	8 ^ 2 	What is 8 ^ 2? 	== 	64 	RunAve=runAve math: 24/25 96% 3.6secs 	Sun Jan 17 2021 17:19:16 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	stead:1 	s____ 	== 	_tead 	RunAve=runAve spelling: 22/25 88% 2.2secs 	Sun Jan 17 2021 17:20:15 GMT-0600 (Central Standard Time)
correct 	math 	1.2secs 	10 * 0 	What is 10 * 0? 	== 	0 	RunAve=runAve math: 24/25 96% 3.2secs 	Sun Jan 17 2021 17:20:34 GMT-0600 (Central Standard Time)
wrong 	math 	0.5secs 	-6 ^ 3 	What is -6 ^ 3? 	!= 	-64 	RunAve=runAve math: 23/25 92% 3.2secs 	Sun Jan 17 2021 17:20:54 GMT-0600 (Central Standard Time)
correct 	math 	1.1secs 	1 * 11 	What is 1 * 11? 	== 	11 	RunAve=runAve math: 23/25 92% 3.0secs 	Sun Jan 17 2021 17:21:14 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	code:1 	c___ 	== 	_ode 	RunAve=runAve spelling: 22/25 88% 2.2secs 	Sun Jan 17 2021 17:21:35 GMT-0600 (Central Standard Time)
correct 	spelling 	1.2secs 	fool:1 	f___ 	== 	_ool 	RunAve=runAve spelling: 22/25 88% 2.2secs 	Sun Jan 17 2021 17:21:54 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	swift:1 	s____ 	== 	_wift 	RunAve=runAve spelling: 22/25 88% 2.2secs 	Sun Jan 17 2021 17:22:15 GMT-0600 (Central Standard Time)
correct 	math 	4.6secs 	-6 * -6 	What is -6 * -6? 	== 	36 	RunAve=runAve math: 23/25 92% 3.1secs 	Sun Jan 17 2021 17:22:38 GMT-0600 (Central Standard Time)
wrong 	math 	4.5secs 	-6 ^ 2 	What is -6 ^ 2? 	!= 	64 	RunAve=runAve math: 22/25 88% 3.2secs 	Sun Jan 17 2021 17:22:58 GMT-0600 (Central Standard Time)
correct 	math 	3.5secs 	-6 ^ 2 	What is -6 ^ 2? 	== 	36 	RunAve=runAve math: 22/25 88% 3.2secs 	Sun Jan 17 2021 17:23:17 GMT-0600 (Central Standard Time)
correct 	math 	15.9secs 	-6 ^ 3 	What is -6 ^ 3? 	== 	-216 	RunAve=runAve math: 22/25 88% 3.8secs 	Sun Jan 17 2021 17:23:49 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	lag:1 	l__ 	== 	_ag 	RunAve=runAve spelling: 22/25 88% 2.2secs 	Sun Jan 17 2021 17:23:55 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math: 22/25 88% 3.8secs 	Sun Jan 17 2021 17:24:15 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	22 / 11 	What is 22 / 11? 	== 	2 	RunAve=runAve math: 22/25 88% 3.8secs 	Sun Jan 17 2021 17:24:35 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	10 * 8 	What is 10 * 8? 	== 	80 	RunAve=runAve math: 22/25 88% 3.8secs 	Sun Jan 17 2021 17:24:56 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	care:1 	c___ 	== 	_are 	RunAve=runAve spelling: 22/25 88% 2.0secs 	Sun Jan 17 2021 17:25:15 GMT-0600 (Central Standard Time)
correct 	spelling 	1.3secs 	thank:2 	th___ 	== 	__ank 	RunAve=runAve spelling: 23/25 92% 2.0secs 	Sun Jan 17 2021 17:25:35 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	stain:1 	s____ 	== 	_tain 	RunAve=runAve spelling: 23/25 92% 2.0secs 	Sun Jan 17 2021 17:25:56 GMT-0600 (Central Standard Time)
correct 	math 	10.1secs 	8 * 9 	What is 8 * 9? 	== 	72 	RunAve=runAve math: 22/25 88% 3.8secs 	Sun Jan 17 2021 17:26:23 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	70 / 10 	What is 70 / 10? 	== 	7 	RunAve=runAve math: 22/25 88% 3.7secs 	Sun Jan 17 2021 17:26:36 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	5 * 6 	What is 5 * 6? 	== 	30 	RunAve=runAve math: 23/25 92% 3.8secs 	Sun Jan 17 2021 17:26:56 GMT-0600 (Central Standard Time)
correct 	math 	2.6secs 	0 ^ 3 	What is 0 ^ 3? 	== 	0 	RunAve=runAve math: 23/25 92% 3.8secs 	Sun Jan 17 2021 17:27:16 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	-4 * 2 	What is -4 * 2? 	== 	-8 	RunAve=runAve math: 23/25 92% 3.8secs 	Sun Jan 17 2021 17:27:35 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	deaf:1 	d___ 	== 	_eaf 	RunAve=runAve spelling: 23/25 92% 2.1secs 	Sun Jan 17 2021 17:27:55 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	3 ^ 1 	What is 3 ^ 1? 	== 	3 	RunAve=runAve math: 23/25 92% 3.8secs 	Sun Jan 17 2021 17:28:15 GMT-0600 (Central Standard Time)
correct 	math 	5.1secs 	9 * 7 	What is 9 * 7? 	== 	63 	RunAve=runAve math: 23/25 92% 3.9secs 	Sun Jan 17 2021 17:29:19 GMT-0600 (Central Standard Time)
wrong 	math 	0.2secs 	4 * 8 	What is 4 * 8? 	!= 	12 	RunAve=runAve math: 22/25 88% 3.8secs 	Sun Jan 17 2021 17:29:34 GMT-0600 (Central Standard Time)
correct 	math 	4.5secs 	4 * 6 	What is 4 * 6? 	== 	24 	RunAve=runAve math: 22/25 88% 3.3secs 	Sun Jan 17 2021 17:29:58 GMT-0600 (Central Standard Time)
correct 	math 	3.1secs 	4 * 7 	What is 4 * 7? 	== 	28 	RunAve=runAve math: 22/25 88% 3.3secs 	Sun Jan 17 2021 17:30:17 GMT-0600 (Central Standard Time)
wrong 	math 	2.6secs 	4 * 8 	What is 4 * 8? 	!= 	36 	RunAve=runAve math: 21/25 84% 3.3secs 	Sun Jan 17 2021 17:30:36 GMT-0600 (Central Standard Time)
correct 	math 	4.0secs 	4 * 8 	What is 4 * 8? 	== 	32 	RunAve=runAve math: 21/25 84% 3.4secs 	Sun Jan 17 2021 17:30:58 GMT-0600 (Central Standard Time)
correct 	math 	1.2secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math: 21/25 84% 3.4secs 	Sun Jan 17 2021 17:31:15 GMT-0600 (Central Standard Time)
correct 	spelling 	1.3secs 	roof:1 	r___ 	== 	_oof 	RunAve=runAve spelling: 23/25 92% 2.1secs 	Sun Jan 17 2021 17:31:35 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	77 / 11 	What is 77 / 11? 	== 	7 	RunAve=runAve math: 21/25 84% 3.4secs 	Sun Jan 17 2021 17:31:56 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math: 21/25 84% 3.3secs 	Sun Jan 17 2021 17:32:16 GMT-0600 (Central Standard Time)
correct 	math 	2.5secs 	4 * 5 	What is 4 * 5? 	== 	20 	RunAve=runAve math: 21/25 84% 3.4secs 	Sun Jan 17 2021 17:32:36 GMT-0600 (Central Standard Time)
correct 	math 	1.3secs 	7 * 0 	What is 7 * 0? 	== 	0 	RunAve=runAve math: 22/25 88% 3.4secs 	Sun Jan 17 2021 17:32:55 GMT-0600 (Central Standard Time)
correct 	spelling 	4.0secs 	ample:1 	a____ 	== 	_mple 	RunAve=runAve spelling: 23/25 92% 2.1secs 	Sun Jan 17 2021 17:33:18 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	banish:1 	b_____ 	== 	_anish 	RunAve=runAve spelling: 23/25 92% 2.2secs 	Sun Jan 17 2021 17:33:37 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	ready:1 	r____ 	== 	_eady 	RunAve=runAve spelling: 23/25 92% 2.2secs 	Sun Jan 17 2021 17:33:57 GMT-0600 (Central Standard Time)
correct 	spelling 	1.1secs 	grab:1 	g___ 	== 	_rab 	RunAve=runAve spelling: 23/25 92% 2.2secs 	Sun Jan 17 2021 17:34:15 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	shop:1 	s___ 	== 	_hop 	RunAve=runAve spelling: 23/25 92% 2.2secs 	Sun Jan 17 2021 17:34:36 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	foil:1 	f___ 	== 	_oil 	RunAve=runAve spelling: 23/25 92% 2.2secs 	Sun Jan 17 2021 17:34:55 GMT-0600 (Central Standard Time)
correct 	math 	1.4secs 	2 * 4 	What is 2 * 4? 	== 	8 	RunAve=runAve math: 22/25 88% 3.4secs 	Sun Jan 17 2021 17:35:35 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	5 * 7 	What is 5 * 7? 	== 	35 	RunAve=runAve math: 22/25 88% 3.3secs 	Sun Jan 17 2021 17:35:55 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	4 * 1 	What is 4 * 1? 	== 	4 	RunAve=runAve math: 23/25 92% 3.2secs 	Sun Jan 17 2021 17:36:15 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	thrash:1 	t_____ 	== 	_hrash 	RunAve=runAve spelling: 24/25 96% 2.2secs 	Sun Jan 17 2021 17:36:36 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	to:1 	t_ 	== 	_o 	RunAve=runAve spelling: 24/25 96% 2.2secs 	Sun Jan 17 2021 17:36:55 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	9 * 5 	What is 9 * 5? 	== 	45 	RunAve=runAve math: 23/25 92% 3.2secs 	Sun Jan 17 2021 17:37:16 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math: 23/25 92% 2.6secs 	Sun Jan 17 2021 17:37:55 GMT-0600 (Central Standard Time)
wrong 	math 	9.8secs 	-54 / -6 	What is -54 / -6? 	!= 	8 	RunAve=runAve math: 22/25 88% 2.9secs 	Sun Jan 17 2021 17:38:24 GMT-0600 (Central Standard Time)
wrong 	math 	5.4secs 	-6 * 9 	What is -6 * 9? 	!= 	-56 	RunAve=runAve math: 21/25 84% 3.0secs 	Sun Jan 17 2021 17:38:39 GMT-0600 (Central Standard Time)
correct 	math 	3.3secs 	-6 * 9 	What is -6 * 9? 	== 	-54 	RunAve=runAve math: 21/25 84% 3.1secs 	Sun Jan 17 2021 17:38:57 GMT-0600 (Central Standard Time)
correct 	math 	3.4secs 	9 * -6 	What is 9 * -6? 	== 	-54 	RunAve=runAve math: 21/25 84% 2.8secs 	Sun Jan 17 2021 17:39:17 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	-54 / -6 	What is -54 / -6? 	== 	9 	RunAve=runAve math: 21/25 84% 2.8secs 	Sun Jan 17 2021 17:39:36 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	-54 / 9 	What is -54 / 9? 	== 	-6 	RunAve=runAve math: 21/25 84% 2.8secs 	Sun Jan 17 2021 17:39:56 GMT-0600 (Central Standard Time)
wrong 	math 	3.8secs 	4 * 8 	What is 4 * 8? 	!= 	24 	RunAve=runAve math: 20/25 80% 2.8secs 	Sun Jan 17 2021 17:40:18 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	4 * 6 	What is 4 * 6? 	== 	24 	RunAve=runAve math: 20/25 80% 2.8secs 	Sun Jan 17 2021 17:40:36 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	4 * 7 	What is 4 * 7? 	== 	28 	RunAve=runAve math: 20/25 80% 2.9secs 	Sun Jan 17 2021 17:41:17 GMT-0600 (Central Standard Time)
correct 	math 	4.1secs 	4 * 8 	What is 4 * 8? 	== 	32 	RunAve=runAve math: 20/25 80% 2.8secs 	Sun Jan 17 2021 17:41:38 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	11 * 8 	What is 11 * 8? 	== 	88 	RunAve=runAve math: 21/25 84% 2.9secs 	Sun Jan 17 2021 17:41:56 GMT-0600 (Central Standard Time)
correct 	math 	1.1secs 	7 * 1 	What is 7 * 1? 	== 	7 	RunAve=runAve math: 21/25 84% 2.8secs 	Sun Jan 17 2021 17:42:15 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	carve:1 	c____ 	== 	_arve 	RunAve=runAve spelling: 24/25 96% 2.2secs 	Sun Jan 17 2021 17:42:36 GMT-0600 (Central Standard Time)
correct 	spelling 	1.3secs 	acts:1 	a___ 	== 	_cts 	RunAve=runAve spelling: 24/25 96% 2.1secs 	Sun Jan 17 2021 17:42:55 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	return:1 	r_____ 	== 	_eturn 	RunAve=runAve spelling: 24/25 96% 2.1secs 	Sun Jan 17 2021 17:43:16 GMT-0600 (Central Standard Time)
correct 	math 	3.7secs 	8 * 7 	What is 8 * 7? 	== 	56 	RunAve=runAve math: 21/25 84% 2.8secs 	Sun Jan 17 2021 17:43:38 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	no:1 	n_ 	== 	_o 	RunAve=runAve spelling: 24/25 96% 2.1secs 	Sun Jan 17 2021 17:43:56 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	6 * -11 	What is 6 * -11? 	== 	-66 	RunAve=runAve math: 22/25 88% 2.8secs 	Sun Jan 17 2021 17:44:16 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	3 * 11 	What is 3 * 11? 	== 	33 	RunAve=runAve math: 22/25 88% 2.7secs 	Sun Jan 17 2021 17:44:36 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	14 / 7 	What is 14 / 7? 	== 	2 	RunAve=runAve math: 22/25 88% 2.7secs 	Sun Jan 17 2021 17:44:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	delicate:2 	de______ 	== 	__licate 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sun Jan 17 2021 17:45:16 GMT-0600 (Central Standard Time)
correct 	spelling 	4.5secs 	dip:1 	d__ 	== 	_ip 	RunAve=runAve spelling: 25/25 100% 2.0secs 	Sun Jan 17 2021 17:45:59 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	10 ^ 2 	What is 10 ^ 2? 	== 	100 	RunAve=runAve math: 22/25 88% 2.7secs 	Sun Jan 17 2021 17:46:16 GMT-0600 (Central Standard Time)
correct 	math 	1.1secs 	0 * 12 	What is 0 * 12? 	== 	0 	RunAve=runAve math: 22/25 88% 2.7secs 	Sun Jan 17 2021 17:46:35 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	-18 / 3 	What is -18 / 3? 	== 	-6 	RunAve=runAve math: 22/25 88% 2.6secs 	Sun Jan 17 2021 17:46:56 GMT-0600 (Central Standard Time)
correct 	math 	1.3secs 	7 * 5 	What is 7 * 5? 	== 	35 	RunAve=runAve math: 22/25 88% 2.6secs 	Sun Jan 17 2021 17:47:15 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	boon:1 	b___ 	== 	_oon 	RunAve=runAve spelling: 25/25 100% 2.1secs 	Sun Jan 17 2021 17:47:37 GMT-0600 (Central Standard Time)
correct 	spelling 	2.8secs 	empty:2 	em___ 	== 	__pty 	RunAve=runAve spelling: 25/25 100% 2.1secs 	Sun Jan 17 2021 17:47:57 GMT-0600 (Central Standard Time)
correct 	math 	5.0secs 	-12 * 8 	What is -12 * 8? 	== 	-96 	RunAve=runAve math: 22/25 88% 2.8secs 	Sun Jan 17 2021 17:48:19 GMT-0600 (Central Standard Time)
correct 	math 	2.6secs 	44 / 11 	What is 44 / 11? 	== 	4 	RunAve=runAve math: 22/25 88% 2.8secs 	Sun Jan 17 2021 17:48:37 GMT-0600 (Central Standard Time)
correct 	math 	2.0secs 	5 * 3 	What is 5 * 3? 	== 	15 	RunAve=runAve math: 22/25 88% 2.8secs 	Sun Jan 17 2021 17:49:16 GMT-0600 (Central Standard Time)
correct 	math 	2.6secs 	63 / 9 	What is 63 / 9? 	== 	7 	RunAve=runAve math: 22/25 88% 2.9secs 	Sun Jan 17 2021 17:49:57 GMT-0600 (Central Standard Time)
correct 	spelling 	3.5secs 	pail:1 	p___ 	== 	_ail 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sun Jan 17 2021 17:50:18 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	88 / 11 	What is 88 / 11? 	== 	8 	RunAve=runAve math: 22/25 88% 2.9secs 	Sun Jan 17 2021 17:50:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	heed:1 	h___ 	== 	_eed 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sun Jan 17 2021 17:51:16 GMT-0600 (Central Standard Time)
correct 	math 	3.6secs 	4 ^ 2 	What is 4 ^ 2? 	== 	16 	RunAve=runAve math: 23/25 92% 2.6secs 	Sun Jan 17 2021 17:51:38 GMT-0600 (Central Standard Time)
correct 	math 	8.6secs 	-9 ^ 3 	What is -9 ^ 3? 	== 	-729 	RunAve=runAve math: 24/25 96% 2.7secs 	Sun Jan 17 2021 17:52:23 GMT-0600 (Central Standard Time)
correct 	spelling 	1.3secs 	fit:1 	f__ 	== 	_it 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sun Jan 17 2021 17:52:36 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	8 / 2 	What is 8 / 2? 	== 	4 	RunAve=runAve math: 24/25 96% 2.7secs 	Sun Jan 17 2021 17:52:57 GMT-0600 (Central Standard Time)
correct 	math 	11.8secs 	7 ^ 2 	What is 7 ^ 2? 	== 	49 	RunAve=runAve math: 24/25 96% 3.1secs 	Sun Jan 17 2021 17:53:26 GMT-0600 (Central Standard Time)
correct 	math 	2.8secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math: 24/25 96% 3.1secs 	Sun Jan 17 2021 17:56:23 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	1 * -5 	What is 1 * -5? 	== 	-5 	RunAve=runAve math: 24/25 96% 3.1secs 	Sun Jan 17 2021 17:56:42 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	cube:1 	c___ 	== 	_ube 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sun Jan 17 2021 17:57:03 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	such:1 	s___ 	== 	_uch 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sun Jan 17 2021 17:57:22 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	-8 * 10 	What is -8 * 10? 	== 	-80 	RunAve=runAve math: 25/25 100% 3.0secs 	Sun Jan 17 2021 17:57:42 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	vest:1 	v___ 	== 	_est 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sun Jan 17 2021 17:58:03 GMT-0600 (Central Standard Time)
correct 	spelling 	2.4secs 	spring:1 	s_____ 	== 	_pring 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sun Jan 17 2021 17:58:23 GMT-0600 (Central Standard Time)
correct 	math 	1.6secs 	5 * 6 	What is 5 * 6? 	== 	30 	RunAve=runAve math: 25/25 100% 3.0secs 	Sun Jan 17 2021 17:58:42 GMT-0600 (Central Standard Time)
correct 	math 	1.7secs 	11 ^ 2 	What is 11 ^ 2? 	== 	121 	RunAve=runAve math: 25/25 100% 2.9secs 	Sun Jan 17 2021 17:59:02 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	emery:1 	e____ 	== 	_mery 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sun Jan 17 2021 17:59:22 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	wander:1 	w_____ 	== 	_ander 	RunAve=runAve spelling: 25/25 100% 2.3secs 	Sun Jan 17 2021 17:59:42 GMT-0600 (Central Standard Time)
correct 	spelling 	2.9secs 	second:1 	s_____ 	== 	_econd 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sun Jan 17 2021 18:00:03 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	peach:2 	pe___ 	== 	__ach 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sun Jan 17 2021 18:00:55 GMT-0600 (Central Standard Time)
correct 	math 	2.3secs 	3 ^ 2 	What is 3 ^ 2? 	== 	9 	RunAve=runAve math: 25/25 100% 2.9secs 	Sun Jan 17 2021 18:01:16 GMT-0600 (Central Standard Time)
correct 	spelling 	2.5secs 	trace:1 	t____ 	== 	_race 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sun Jan 17 2021 18:01:56 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	pilfer:1 	p_____ 	== 	_ilfer 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sun Jan 17 2021 18:03:16 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	frog:1 	f___ 	== 	_rog 	RunAve=runAve spelling: 25/25 100% 2.2secs 	Sun Jan 17 2021 18:03:55 GMT-0600 (Central Standard Time)
correct 	math 	0.8secs 	5 * 10 	What is 5 * 10? 	== 	50 	RunAve=runAve math: 25/25 100% 2.8secs 	Sun Jan 17 2021 18:04:14 GMT-0600 (Central Standard Time)
wrong 	spelling 	1.7secs 	coach:1 	c____ 	!= 	_asch 	RunAve=runAve spelling: 24/25 96% 2.2secs 	Sun Jan 17 2021 18:04:35 GMT-0600 (Central Standard Time)
correct 	spelling 	1.0secs 	coach:4 	coac_ 	== 	____h 	RunAve=runAve spelling: 24/25 96% 2.2secs 	Sun Jan 17 2021 18:05:54 GMT-0600 (Central Standard Time)
correct 	spelling 	1.1secs 	coach:3 	coa__ 	== 	___ch 	RunAve=runAve spelling: 24/25 96% 2.1secs 	Sun Jan 17 2021 18:06:15 GMT-0600 (Central Standard Time)
correct 	spelling 	2.7secs 	coach:2 	co___ 	== 	__ach 	RunAve=runAve spelling: 24/25 96% 2.2secs 	Sun Jan 17 2021 18:06:36 GMT-0600 (Central Standard Time)
correct 	spelling 	2.3secs 	coach:1 	c____ 	== 	_oach 	RunAve=runAve spelling: 24/25 96% 2.2secs 	Sun Jan 17 2021 18:06:56 GMT-0600 (Central Standard Time)
wrong 	spelling 	3.3secs 	encroach:5 	encro___ 	!= 	_____uch 	RunAve=runAve spelling: 23/25 92% 2.3secs 	Sun Jan 17 2021 18:07:17 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	encroach:5 	encro___ 	== 	_____ach 	RunAve=runAve spelling: 23/25 92% 2.3secs 	Sun Jan 17 2021 18:08:30 GMT-0600 (Central Standard Time)
correct 	spelling 	4.8secs 	roach:1 	r____ 	== 	_oach 	RunAve=runAve spelling: 23/25 92% 2.4secs 	Sun Jan 17 2021 18:08:51 GMT-0600 (Central Standard Time)
correct 	spelling 	4.1secs 	poach:2 	po___ 	== 	__ach 	RunAve=runAve spelling: 23/25 92% 2.4secs 	Sun Jan 17 2021 18:09:11 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	sap:1 	s__ 	== 	_ap 	RunAve=runAve spelling: 23/25 92% 2.4secs 	Sun Jan 17 2021 18:09:29 GMT-0600 (Central Standard Time)
correct 	math 	3.9secs 	8 * 3 	What is 8 * 3? 	== 	24 	RunAve=runAve math: 25/25 100% 2.9secs 	Sun Jan 17 2021 18:09:51 GMT-0600 (Central Standard Time)
correct 	math 	1.5secs 	0 * 0 	What is 0 * 0? 	== 	0 	RunAve=runAve math: 25/25 100% 2.9secs 	Sun Jan 17 2021 18:10:08 GMT-0600 (Central Standard Time)
correct 	spelling 	1.6secs 	parch:1 	p____ 	== 	_arch 	RunAve=runAve spelling: 23/25 92% 2.4secs 	Sun Jan 17 2021 18:10:28 GMT-0600 (Central Standard Time)
correct 	math 	1.2secs 	9 * 11 	What is 9 * 11? 	== 	99 	RunAve=runAve math: 25/25 100% 2.8secs 	Sun Jan 17 2021 18:10:48 GMT-0600 (Central Standard Time)
correct 	spelling 	3.1secs 	fell:1 	f___ 	== 	_ell 	RunAve=runAve spelling: 23/25 92% 2.3secs 	Sun Jan 17 2021 18:11:10 GMT-0600 (Central Standard Time)
correct 	spelling 	1.9secs 	smart:1 	s____ 	== 	_mart 	RunAve=runAve spelling: 23/25 92% 2.3secs 	Sun Jan 17 2021 18:11:29 GMT-0600 (Central Standard Time)
correct 	spelling 	2.6secs 	little:2 	li____ 	== 	__ttle 	RunAve=runAve spelling: 23/25 92% 2.4secs 	Sun Jan 17 2021 18:11:49 GMT-0600 (Central Standard Time)
correct 	math 	1.9secs 	11 * 2 	What is 11 * 2? 	== 	22 	RunAve=runAve math: 25/25 100% 2.8secs 	Sun Jan 17 2021 18:12:09 GMT-0600 (Central Standard Time)
correct 	spelling 	3.0secs 	teach:2 	te___ 	== 	__ach 	RunAve=runAve spelling: 23/25 92% 2.4secs 	Sun Jan 17 2021 18:12:30 GMT-0600 (Central Standard Time)
correct 	math 	3.0secs 	-6 * -2 	What is -6 * -2? 	== 	12 	RunAve=runAve math: 25/25 100% 2.8secs 	Sun Jan 17 2021 18:13:08 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	12 * 5 	What is 12 * 5? 	== 	60 	RunAve=runAve math: 25/25 100% 2.9secs 	Sun Jan 17 2021 18:13:27 GMT-0600 (Central Standard Time)
correct 	math 	3.3secs 	9 * 4 	What is 9 * 4? 	== 	36 	RunAve=runAve math: 25/25 100% 3.0secs 	Sun Jan 17 2021 18:13:48 GMT-0600 (Central Standard Time)
correct 	spelling 	4.6secs 	side:1 	s___ 	== 	_ide 	RunAve=runAve spelling: 23/25 92% 2.5secs 	Sun Jan 17 2021 18:14:09 GMT-0600 (Central Standard Time)
correct 	math 	1.8secs 	7 * 3 	What is 7 * 3? 	== 	21 	RunAve=runAve math: 25/25 100% 2.9secs 	Sun Jan 17 2021 18:14:27 GMT-0600 (Central Standard Time)
correct 	math 	2.1secs 	60 / 10 	What is 60 / 10? 	== 	6 	RunAve=runAve math: 25/25 100% 3.0secs 	Sun Jan 17 2021 18:14:47 GMT-0600 (Central Standard Time)
correct 	spelling 	1.7secs 	shake:1 	s____ 	== 	_hake 	RunAve=runAve spelling: 23/25 92% 2.5secs 	Sun Jan 17 2021 18:15:27 GMT-0600 (Central Standard Time)
correct 	spelling 	2.2secs 	midst:2 	mi___ 	== 	__dst 	RunAve=runAve spelling: 23/25 92% 2.5secs 	Sun Jan 17 2021 18:15:47 GMT-0600 (Central Standard Time)
correct 	spelling 	1.8secs 	task:1 	t___ 	== 	_ask 	RunAve=runAve spelling: 23/25 92% 2.5secs 	Sun Jan 17 2021 18:16:07 GMT-0600 (Central Standard Time)
correct 	spelling 	1.5secs 	dark:1 	d___ 	== 	_ark 	RunAve=runAve spelling: 23/25 92% 2.5secs 	Sun Jan 17 2021 18:16:26 GMT-0600 (Central Standard Time)
correct 	math 	4.4secs 	3 * 12 	What is 3 * 12? 	== 	36 	RunAve=runAve math: 25/25 100% 3.0secs 	Sun Jan 17 2021 18:16:49 GMT-0600 (Central Standard Time)
correct 	spelling 	2.0secs 	verse:1 	v____ 	== 	_erse 	RunAve=runAve spelling: 23/25 92% 2.5secs 	Sun Jan 17 2021 18:17:07 GMT-0600 (Central Standard Time)
